track_name,artist(s)_name,,released_year,released_month,,in_spotify_playlists,in_spotify_charts,,,,,,,bpm,key,mode,danceability_%,valence_%,energy_%,acousticness_%,instrumentalness_%,liveness_%,speechiness_%
El Rescate,"Grupo Marca Registrada, Junior H",,2022,7,,527,4,,,,,,,99,G,Minor,79,64,59,28,0,11,14
Heartless,Kanye West,,2008,1,,17504,34,,,,,,,88,A#,Minor,79,66,65,5,0,25,14
"Stay With Me (with Justin Timberlake, Halsey, & Pharrell)","Calvin Harris, Halsey, Pharrell Williams, Justin Timberlake",,2022,7,,3113,0,,,,,,,126,A,Major,81,90,73,28,0,29,4
Siempre Pendientes,"Peso Pluma, Luis R Conriquez",,2022,8,,685,5,,,,,,,136,,Major,77,71,75,33,1,13,4
JGL,"Luis R Conriquez, La Adictiva",,2022,2,,782,9,,,,,,,113,G#,Major,70,97,59,55,0,27,12
Don't You Worry,"David Guetta, Shakira, Black Eyed Peas",,2022,6,,2442,0,,,,,,,132,B,Major,82,49,88,20,0,21,3
Pipoco,"Melody, Ana Castela, Dj Chris No Beat",,2022,5,,1112,4,,,,,,,135,G#,Major,77,74,74,47,0,34,8
Hold Me Closer,"Elton John, Britney Spears",,2017,11,,4967,0,,,,,,,126,,Major,67,49,77,11,0,19,11
Forget Me,Lewis Capaldi,,2022,9,,2520,4,,,,,,,102,C#,Minor,67,72,74,30,0,36,4
After LIKE,IVE,,2022,8,,767,12,,,,,,,125,,Major,68,80,92,10,0,9,12
Bound 2,Kanye West,,2013,1,,19806,7,,,,,,,149,C#,Major,37,28,66,14,0,9,5
B.O.T.A. (Baddest Of Them All) - Edit,"Interplanetary Criminal, Eliza Rose",,2022,6,,5153,6,,,,,,,137,,Major,74,71,89,24,61,15,5
Talk that Talk,TWICE,,2022,8,,615,0,,,,,,,120,D#,Minor,77,78,91,14,0,33,12
BILLIE EILISH.,Armani White,,2022,1,,2537,0,,,,,,,100,C#,Major,90,75,50,11,0,9,26
Ferxxo 100,Feid,,2022,6,,1647,30,,,,,,,164,G#,Minor,70,58,57,25,0,15,7
KU LO SA - A COLORS SHOW,Oxlade,,2022,6,,2019,8,,,,,,,93,A#,Minor,65,79,66,31,0,22,7
Prohibidox,Feid,,2022,9,,1473,12,,,,,,,180,C#,Minor,65,52,80,5,0,6,25
Static,Steve Lacy,,2022,7,,1613,0,,,,,,,79,C#,Major,34,22,31,43,63,10,7
The Scientist,Coldplay,,2002,8,,30992,6,,,,,,,146,F,Major,56,21,44,73,0,11,2
Sparks,Coldplay,,2000,7,,10826,4,,,,,,,103,C#,Major,37,17,27,75,5,10,3
Talk,YEAT,,2022,9,,920,0,,,,,,,140,E,Minor,70,26,76,8,0,54,23
XQ Te Pones Asï¿,"Yandel, Feid",,2022,9,,308,0,,,,,,,92,A#,Major,81,48,70,13,0,15,7
Selfish,PnB Rock,,2016,6,,2468,0,,,,,,,102,C#,Minor,64,4,60,11,0,19,4
Sin Seï¿½ï,"Ovy On The Drums, Quevedo",,2022,7,,1097,2,,,,,,,118,B,Minor,82,75,85,33,1,11,4
Lady Mi Amor,Feid,,2022,9,,330,0,,,,,,,93,D,Major,78,75,62,6,0,15,6
Poland,Lil Yachty,,2022,6,,1584,0,,,,,,,150,F,Minor,70,26,56,14,83,11,5
THE LONELIEST,Mï¿½ï¿½ne,,2022,10,,1585,5,,,,,,,130,D,Major,52,24,60,0,0,8,3
Bye Bye,"Marshmello, Juice WRLD",,2022,10,,766,0,,,,,,,83,D#,Minor,65,24,53,6,0,51,4
BABY OTAKU,"Fran C, Polima WestCoast, Nickoog Clk, Pablito Pesadilla",,2022,8,,836,0,,,,,,,102,A,Major,84,43,75,5,0,6,8
Nxde,(G)I-DLE,,2022,10,,430,6,,,,,,,136,E,Minor,73,65,91,4,0,48,18
Miss You,Southstar,,1982,5,,2020,0,,,,,,,145,A,Major,66,24,58,17,0,19,5
we fell in love in october,girl in red,,2018,11,,6858,0,,,,,,,130,G,Major,57,24,37,11,18,16,3
2 Be Loved (Am I Ready),Lizzo,,2022,7,,3682,6,,,,,,,156,G,Major,72,92,77,9,0,8,11
Celestial,Ed Sheeran,,2022,9,,1639,0,,,,,,,123,D,Major,57,50,85,5,0,16,4
Typa Girl,BLACKPINK,,2022,9,,452,10,,,,,,,132,G,Major,92,53,62,7,0,63,10
I Really Want to Stay at Your House,"Rosa Walton, Hallie Coggins",,2020,12,,668,1,,,,,,,125,D#,Minor,49,13,74,0,0,9,4
California Breeze,Lil Baby,,2022,10,,991,0,,,,,,,162,F,Minor,74,22,67,0,0,11,46
Bamba (feat. Aitch & BIA),"Luciano, Aitch, Bï¿½",,2022,9,,869,7,,,,,,,138,A#,Major,80,82,81,14,0,13,36
Casei Com a Putaria,"MC Ryan SP, Love Funk, Mc Paiva ZS",,2022,7,,648,4,,,,,,,161,A#,Minor,59,62,60,12,0,5,44
Major Distribution,"Drake, 21 Savage",,2022,11,,1545,0,,,,,,,131,G#,Minor,91,23,55,1,0,7,32
Pussy & Millions (feat. Travis Scott),"Drake, Travis Scott, 21 Savage",,2022,11,,1930,0,,,,,,,122,E,Minor,75,45,63,6,0,35,12
Vigilante Shit,Taylor Swift,,2022,10,,1948,0,,,,,,,80,E,Minor,80,16,28,17,0,12,39
Question...?,Taylor Swift,,2022,10,,1608,0,,,,,,,109,G,Major,75,11,50,20,0,30,17
On BS,"Drake, 21 Savage",,2022,11,,1338,0,,,,,,,158,A,Major,84,33,36,2,0,39,59
Mastermind,Taylor Swift,,2022,10,,1936,0,,,,,,,126,E,Major,66,12,35,55,0,9,14
Circo Loco,"Drake, 21 Savage",,2022,11,,1794,0,,,,,,,104,C#,Major,73,25,61,1,0,32,7
Labyrinth,Taylor Swift,,2022,10,,1597,0,,,,,,,110,,Major,48,15,31,80,22,12,4
Spin Bout U,"Drake, 21 Savage",,2022,11,,1652,2,,,,,,,130,G,Major,77,20,70,1,0,16,5
Sweet Nothing,Taylor Swift,,2022,10,,1747,0,,,,,,,177,,Major,34,39,16,97,0,12,5
"Would've, Could've, Should've",Taylor Swift,,2022,10,,1715,0,,,,,,,158,G,Major,48,55,84,43,0,15,12
Con La Brisa,"Ludwig Goransson, Foudeqush",,2022,11,,486,0,,,,,,,114,D,Minor,62,25,44,51,33,14,3
Privileged Rappers,"Drake, 21 Savage",,2022,11,,1007,0,,,,,,,144,F,Major,93,62,61,0,0,12,20
The Astronaut,Jin,,2022,10,,481,9,,,,,,,125,F,Major,54,22,76,0,0,14,3
BackOutsideBoyz,Drake,,2022,11,,1045,0,,,,,,,142,F,Minor,85,40,43,4,0,39,32
Broke Boys,"Drake, 21 Savage",,2022,11,,1060,0,,,,,,,120,D,Major,64,11,53,1,0,25,27
The Great War,Taylor Swift,,2022,10,,1274,0,,,,,,,96,F,Major,57,55,74,22,0,8,4
My Mind & Me,Selena Gomez,,2022,11,,953,0,,,,,,,144,A,Major,60,24,39,57,0,8,3
Bigger Than The Whole Sky,Taylor Swift,,2022,10,,1180,0,,,,,,,166,F#,Major,42,7,24,83,1,12,6
A Veces (feat. Feid),"Feid, Paulo Londra",,2022,11,,573,0,,,,,,,92,C#,Major,80,81,67,4,0,8,6
En La De Ella,"Feid, Sech, Jhayco",,2022,10,,1320,0,,,,,,,97,C#,Major,82,67,77,8,0,12,5
Alone,Burna Boy,,2022,11,,782,2,,,,,,,90,E,Minor,61,32,67,15,0,11,5
